	Domain	Phylum	Class	Order	Family	Genus	Species
658dd7dcec56d12a8dc6426b26b1b285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Ambiguous_taxa
7b23f6a66e912ee225c28ec4ee7efd7f	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	unculturedChloroflexibacterium
cc753ce2c57dd2400430c778969f750f	Bacteria	Proteobacteria	Gammaproteobacteria	KI89Aclade	unculturedbacterium	unculturedbacterium	unculturedbacterium
e1e117fe2b9772ee93f110cead0e05df	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	
792b81d0cd5616eab3cb340a05f1c858	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
77d8640b4bec6ce14fc32532d9709e3e	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylotenera	
fc4f9fdcfe1f2f5bd064e8430088791d	Bacteria	Patescibacteria	Gracilibacteria	CandidatusPeribacteria	metagenome	metagenome	metagenome
e7b428438cf45a5ebb22e3364987e1ae	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unculturedbacterium
6ff8cf203e06d64dc903ee061a3a1ff3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonaspeli
836d263b5f30d09c7e26507d4b492258	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
6cf23fb4a5993daff8c44dd72430f9df	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	
341a458f3693a413bc4dd88cb1544c56	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Malikia	unculturedbacterium
f2e684e2979d2f96536a235c27b9fe1f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
3fc18c019675118048e50daaa6b125e2	Bacteria	Actinobacteria	Actinobacteria	PeM15			
bbfc1dc2044da306417a1ace5f339f53	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium]coprostanoligenesgroup	
01c9c276eb72a6a7c48f4b6fd7675551	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
38e443aa0f60d109697a31dd46fb6217	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	unculturedCytophagalesbacterium	unculturedCytophagalesbacterium
90dd5d78182e4bfbf42ed4c736c5113c	Bacteria	Patescibacteria	Parcubacteria				
f089fafa2781479b0f4afb3285bc35f2	Bacteria	Patescibacteria	Parcubacteria	CandidatusCampbellbacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
7049b1a5da09a84b8d8d35f6d4a4c04f	Bacteria	Planctomycetes	Planctomycetacia	uncultured	unculturedplanctomycete	unculturedplanctomycete	unculturedplanctomycete
f42d55e0c8942b9832f1bf9bb03b5426	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unculturedbacterium
74a064be6fceaaef1ecc015246625669	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Ambiguous_taxa
820a9e83a21d308a9d90749bfeb578b7	Bacteria	Firmicutes	Bacilli	Bacillales	FamilyX	Thermicanus	unculturedbacterium
6a53919719e4b7014fffec86999e304f	Bacteria	Patescibacteria	Parcubacteria	CandidatusKaiserbacteria	unculturedorganism	unculturedorganism	unculturedorganism
ec2344925e1a1d6d12d3829f26a7d4da	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	unculturedbacterium
173edb018f614fbff4fce0212e0d9e03	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	metagenome	metagenome
a51d62ff8b089fc806d8c8cc994431ce	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
6b712db2d82daa68bb3a3ce097260e07	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	
a590734627749a3ca7cfd5a15db67aa9	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12marinegroup		
599d8526bf74c544c83c74bdc0c12766	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unculturedbacterium
193554e3e30e321944ce0b455224dcbd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
357551f644064bb2b49614b1caab2fa5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
8fb3906a647e5ffd2f890e2ad63d761e	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
51291ba5276739a8a020f8d35137373e	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		
77e2b9293b23a7aac6d9e0b88e1a844f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Ambiguous_taxa	Ambiguous_taxa
2715cf8dd0a5c9fba414cd72ee656ec2	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacteriumgastrosuis
af5f8e8312fc18f016477d8cca972592	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Ancylothrix8PC	Ambiguous_taxa
4e4e6977a2a1625f798b601dda09a0d1	Bacteria	Patescibacteria	ABY1	CandidatusUhrbacteria	metagenome	metagenome	metagenome
31526f0d76e743d9d564ab84c20e6111	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	
c32c1c696a1a170f5e69d28d821760b2	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	
91f409be2a68765ec1d807a98867ce75	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	metagenome
82d2532cee414e2ab10493dfa12ce159	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	PrevotellaceaeUCG-001	Ambiguous_taxa
908de41d9bf9e8bda91bf1dc51e38b27	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
f288303a9cb3feb4a21f5b1e7375c4a3	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	
776fb3ef5b82fc4022c2e1d677cb554e	Bacteria						
a910419b3d7537ae8becabd9e4bf9ad3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
a148cce2ea573c61d86e5628ac60fe19	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	
831fad17c288267f87d6d876c843aa76	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
770fc71ba0be7785d054935be5d5de01	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
967c1ae3df125f349af3fa5f026a4c95	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	Ephemeradanica
07b3dad4929a7f984032641708b9d18f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	
fba161b4a78c1372412e15d1edef7cbb	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
ca816e4db77eb15231936a16d6402ce6	Bacteria	Patescibacteria	Parcubacteria				
09173032402fdcc080babdf7e876e7fa	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	
7adb327f51019215db6a12aea2d8a962	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto1	
531a1b74da7e5f9a2f13340811b5ac2c	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
cc9ab0603230b1273e2c71f6397ca34e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	
3f520d472867a208d69b01037c8c2159	Bacteria	Patescibacteria	ABY1	CandidatusMagasanikbacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
73d7730badf2ae5c67422e7b8ff991cd	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	unculturedbacterium
1d306eda720cf19094702ccc9477596c	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	ChristensenellaceaeR-7group	
fb6ccbc25800c62c78af025c193228fd	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
f4f359064281c943fce364a1c9330e89	Bacteria	Patescibacteria	Parcubacteria	CandidatusYonathbacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
54013f735c126e897e916237ecf3a19b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-013	unculturedClostridialesbacterium
ccdbe81665ad54a1ec37916ed6bab783	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
9c626525ff5b72af4ffcff891f38422e	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
ea4879da1f525f1e7a27afed7ad19880	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	
9fe2611f62dc4d5beb3c72c887a96f1d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
a9621fe2fabad195d0d656953ac622ad	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	ErysipelotrichaceaeUCG-004	unculturedbacterium
7348712774a127ee43772132e1826d0d	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	
3c9bb41f2d131e8611c8d5ba58d0c81c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ochrobactrum	
1ff6151fe06d9cec82374308f352c4c9	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
0e269fec06676d75cce08455bbbf74d5	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	
6641f63f9fc37abaa68cb3094ea3a65d	Bacteria	Patescibacteria	Parcubacteria	CandidatusKaiserbacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
8140c14adf71b887f119b31dbc3502ed	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome
0019d203f024cba8fdc1a7ad33427c18	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
7ef138b8afbf09ecdd3ed39d0f31a2b8	Bacteria	Patescibacteria	Parcubacteria	CandidatusKaiserbacteria			
cb6a7654c13b3e306cee48be0dc5e90b	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	
d446feaeaca7186106afbf0005ef02f0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium1	
e81362df07e9eae0c42b67ddc578bc91	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	ArthrospiraPCC-7345	Ambiguous_taxa
2970187a34918a6f24ad352dc012d273	Bacteria	Patescibacteria	Parcubacteria	CandidatusCampbellbacteria			
cf30f35fbab337a046d592a1b2eb453c	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	CandidatusAquiluna	
870297096d63ce72958b325ed4c25378	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	
1f4ffb36795b49e2e78ab01923058141	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	unculturedbacterium	unculturedbacterium	unculturedbacterium
71758ebbf39f0acbc4613f029d4b413a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
933d5f5a5bd86e5879913be7057d0850	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	
22bede28c0b8be52cfc0a716540f5ac3	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
43d42590f1d53e8f3b573b768a101dc6	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	CandidatusAquiluna	
607bf177aab6e719c3e5025ea1539b97	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
c527d13e0dc6e7e8f622da6ca59745de	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	
d837d5ced13b68eed7974f7668734e7e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	
0f6e5911a5f9e64768ab4bcc918d83fb	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
ee71c8014229822a492c97ba24dc1744	Bacteria	Patescibacteria	Parcubacteria				
94398b83fdc7f43254c35414fe499986	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
b9383c00d96aa8af9dbd412be2d0d650	Bacteria	Chloroflexi	KD4-96	unculturedbacterium	unculturedbacterium	unculturedbacterium	unculturedbacterium
e2dd61752ed348f181056ff1f4627e6a	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	
a8de6068281d7d02da84e69aa105bfda	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	uncultured	unculturedalphaproteobacterium	unculturedalphaproteobacterium
effd91bc465a05071ab6b7aab1e3aed3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
535f6097311ed47435aac814018af0b2	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	unculturedbacterium
f862552222b456f667bbfbe048b2cbed	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
e08aa3a02fa89e0c6c06f57fc8b28086	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
aae89c82c871735eb373feb814867e8b	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unculturedbacteriumSBR2113	unculturedbacteriumSBR2113	unculturedbacteriumSBR2113
9cb57ecb7c3f765655bcd9dcb75735ff	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	
7dc45ae4c7dfa87ad1859e3e0f7b5904	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
f048dfa235d46374cb97c0f5ad175f49	Bacteria						
ff53c6309a99b3f2e10c3f3151e90b2d	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	
1165354e3749d2f78464941db9dc3e78	Bacteria	Patescibacteria	Parcubacteria	CandidatusNomurabacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
9acc4c1bb70f5f18a4a8630eb01e6b03	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Brachymonas	Ambiguous_taxa
b8886a9397a1cf7f8f270ce4f58042e3	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
6e0a9535fd367ab16be1f5b849d311b2	Bacteria						
a013095675c039442fd26109a0299efc	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae(Subgroup1)		
ee2bae03ec695b4a4a5b9da73ea1869b	Bacteria	Dependentiae	Babeliae	Babeliales			
6d6d90a5cbfd5f219b213b3b2ac2dcbc	Bacteria						
11e122a971c8258d8e00d70f8971ce31	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	
3e6b649e66105e1dd5c755bf6c089d06	Bacteria						
9f984db9b20db20f2352289af4eadf39	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	unculturedbacterium
606c7a283a8db9e5e3a035444af38c32	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
e18ca0e547ce2cb6b5b344504d9f43b9	Bacteria	Patescibacteria	Parcubacteria	CandidatusNomurabacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
8c763370bee929771468b1791586ce87	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	
08def97c6bb4d4a41c10e1ca6344215f	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	
1066c4ed687759a9ba64d76e9d288ded	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Ambiguous_taxa
f4563543ab3076b26c23e7ab4fdf30c9	Bacteria						
f401ba0ad7cc36312e1fcc5b1061a213	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	unculturedbacterium
ad35ae029f30e947d2e157ca93db4bda	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
26232ad55268ad93e434adb6c0d9764a	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	Suttonellaornithocola
00f22f5da05122ba50f57c66ea170594	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	UBA1819	
d7818f9e4c373054b62cbeba2eadcceb	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	unculturedbacterium
43f8418268a1eb3c20f485aaaf1b5a7a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
52c0738fe89362af23878d4847a96e3b	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
6a3e5afa469876a6f69e0796118c8f5e	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium1	Corynebacteriumafermentanssubsp.afermentans
fa2840bd9f4022f5024ebf2971d49f72	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	
fe7a2343acad7a109fd8e5e43659ae73	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	metagenome	metagenome
aab36d2c140cba72f342043a0450f764	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	
0e4cd919c315e5e3a264cc696213433c	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unculturedbacterium
ac90acc97c2cc1ce901600b9f99df127	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	unculturedbacterium
2f84a68e931151b51722cd311fbd673d	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
a05c7988aee1374ede0cd39fc584faf3	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	
e09991bb4dd4d80006bc4baebc2f34cc	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	
7458c7dcf6a1fbcfe4044adfd7dab539	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	RikenellaceaeRC9gutgroup	metagenome
8d1200cbbc5b9fc7a588861b4215a56c	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4lineage	unculturedPirellulasp.
97c58f62b78d068ef358f7c438c29045	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	
c1ddce96df5f2a3d13d1afa52473e7a8	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
1e715eeaf2cf478c2b5ffdedcba57690	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Catellicoccus	unculturedbacterium
63ced9398e3d713ef25eddd6e6aa173b	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
a19eb8bce930fc9ef50d6756eae4eb03	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	
807ee92a6eb128d2da824080c021847f	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
207e55e56c988840a726e47b0c4ab138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
8bd704ff333298b1129bb8f9f0a41b04	Bacteria						
e0daf9534c8b9e45e6e46362b8b3c362	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9marinegroup		
29c9dfcc554c5f2246e0c6e53cfcef81	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Catellicoccus	unculturedbacterium
29eb8e14ce61e9c4549de0f9cf200c19	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
8b651a961a6479cea776732bfbad47cc	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Brevifollis	
94f00edf84e07cc81a6347e7de273bac	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
f59e41c2fe159b8572a655e3dd47dc4d	Bacteria	Patescibacteria	Parcubacteria	CandidatusStaskawiczbacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
e73c6d8bafbef5581c3061c3aa80144b	Bacteria						
dab6909d936a101afeb2c1958dc29d01	Bacteria	Patescibacteria	Parcubacteria				
452f200e8680ef13ef73f606714c9b05	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae		
3a1d237163090736d49315bb55ec2481	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
c8ac0573a67b674982e7452887184c40	Bacteria	Patescibacteria	Gracilibacteria	CandidatusPeribacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
343a1fed184c464656df8d5ca7e93167	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	Ambiguous_taxa
4f8401bf2faa2f1d38a9d71d31b35058	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	uncultured	Hypsibiusdujardini
c2b1a1598156e190b716446297e898da	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
63f27950149fcec3cacd3ab73e9534f3	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
841f3f69315713f90ddf60e70f4a8645	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillusmucosae
5b199d5cf73bb8989e349a139e0868d8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	unculturedbacterium
47a53b61b830b7a42970bd5cc4665cfc	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	unculturedbacterium
f79bab773e61d33b6021e6918f6028b2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	
704fead1bc3c911d5572e854933908e8	Bacteria	Chloroflexi	KD4-96				
e3c252edbc12149eb63154256d66e977	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
f18e9f5dc925f99f39c09d6abaf4f6d4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonaspeli
45f6ae750d539c07572301719f528921	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15			
28296342c2c612e748343a8d4675229c	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	unculturedbacterium
45151bdfd11ce57e56e0b1218dd39910	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	
5dcff1000094f8d9c92367f7542c28ff	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
daff8e4a03cbf14d9a9d21aac7f47be6	Bacteria	Patescibacteria	Parcubacteria	CandidatusLloydbacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
aa4a431d904513f74618a5c5fc602b18	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	unculturedbacterium
4d7209b9a7403d6f54b564cd40ee7785	Bacteria	Patescibacteria	Parcubacteria	CandidatusKaiserbacteria			
954295723a60ca9d668afc3c2144f40c	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	unculturedbacterium
88ef4b1204cf448183e28d6cf8718bbf	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	unculturedbacterium
e21cf18b96ee3a5b76ae4e84f5a94a9f	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Suttonella	Suttonellaornithocola
273569dd6e059464dc64bee95ee3eccb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella9	Prevotellapaludivivens
52965ac8c857c90cda1c3a11e8c73e07	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Schlesneriaceae	Schlesneria	
aba78c7524ca39c5696e24d34d6e0cdb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	Ambiguous_taxa	Ambiguous_taxa
5420decf9fe06347aaa3810eb7da952f	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae		
33aac4f68ab535a61cc9c60607f76855	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
7ad301a12fdbeed736bab657f51d030c	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	unculturedbacterium	unculturedbacterium
437786a0edc72d91579eb3f2b5fb267d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
41a932954f036e9b17c719a57f79cc33	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
7a0cffea15cd2afc40935edde447f43a	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae		
40faea39cbfe4ce009372bcc40b7c222	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	unculturedbacterium
5f4df1a3058d060bda61b220ebbc4e7b	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	unculturedbacterium
976103091a449cdf462e900ff7466c2f	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	unculturedbacterium
78c8b53d49351f7c86ae16df178b37ba	Bacteria	Dependentiae	Babeliae	Babeliales	unculturedbacterium	unculturedbacterium	unculturedbacterium
7bf0c66ec2059863c51ddf37bb0317bf	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	
